ip,status,ths_15m,primary_cause,secondary_causes,solutions,evidence,file
10.102.0.168,0算力,0.000000,算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主；总线/通信异常,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,2,3","2026-03-20T22:23:11.630359Z [ERROR] Tuner error: {ERR:H2} Stage 8: Zero MCR on hashboards [Address(3)]
2026-03-21T04:25:00.387529Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-21T12:46:31.141811Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I2} detected 276 chips, expected maximum 110 chips on one chain
2026-03-22T00:01:09.838941Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:18:03.833485Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:55:03.173774Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I2} detected 778 chips, expected maximum 110 chips on one chain
2026-03-22T18:58:00.752828Z [ERROR] Tuner error: {ERR:H2} Stage 13: Zero MCR on hashboards [Address(1)]
2026-03-22T19:03:48.909011Z [ERROR] Tuner error: {ERR:H2} Stage 13: Zero MCR on hashboards [Address(1)]
2026-03-22T19:16:00.917110Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-23T00:21:24.387396Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-23T03:46:58.286326Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-15T19:01:00.599748Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain",logs_10_102_0_168_MINER-10-102-0-168.txt
10.102.0.170,0算力,0.000000,算力板全板失效（芯片未检出/初始化失败）,疑似供电/排线/控制板链路问题；网络/矿池连接异常,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3","2026-03-22T13:38:43.241845Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:17:30.731426Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:18:51.313447Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:20:13.144719Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:21:34.579507Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:32:46.817218Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:34:09.143143Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T19:35:16.743489Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-22T19:36:37.034802Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-23T00:20:51.343565Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-23T00:22:20.677733Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-23T00:23:41.029552Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain",logs_10_102_0_170_MINER-10-102-0-170.txt
10.102.0.173,0算力,0.000000,单链算力板故障致 SOC 停机（芯片数异常/CRC/通信）,日志中「power off hashboard」为关断算力板动作，勿与 PSU 模块故障混淆；网络/矿池连接异常,根据日志定位异常 Chain（如 find 0 asic、仅 find 部分数量、reg crc error）；断电后重插该链算力板排线与供电，做与正常链互换槽位测试以区分板卡与接口；若故障随板迁移则更换算力板；若固定在槽位则检查控制板与该槽位连线；若固件支持可尝试暂时禁用故障链仅跑健康链（注意功耗与收益）,"2026-03-23 00:24:36 Chain 0 only find 0 asic, will power off hash board 0
2026-03-23 00:24:36 ERROR_SOC_INIT: soc init failed!
2026-03-23 00:24:36 stop_mining: soc init failed!
2026-03-23 00:24:36 ****power off hashboard****
[    0.523250@0] clkmsr ffd18004.meson_clk_msr: failed to get msr ring reg0
[    0.641446@0] dmi: Firmware registration failed.
[    1.523813@1] Initramfs unpacking failed: no cpio magic
[    2.022782@3] i2c i2c-1: of_i2c: modalias failure on /soc/aobus@ff800000/i2c@5000/mcu6350@40
[    2.026595@3] i2c i2c-1: Failed to create I2C device for /soc/aobus@ff800000/i2c@5000/mcu6350@40
[    3.165227@0] defendkey: probe of defendkey failed with error -22
[    3.913461@2] hub 2-0:1.0: config failed, hub doesn't have any ports! (err -19)
[    4.079343@2] thermal thermal_zone0: binding zone soc_thermal with cdev thermal-cpufreq-0 failed:-22",logs_10_102_0_173_MINER-10-102-0-173.txt
10.102.0.175,低算力(<50TH/s),48.002981,算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主；总线/通信异常,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,3","2026-03-15T19:02:35.278911Z [ERROR] {ERR:H1} Hashboard 3 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-15T19:02:35.288506Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: Hashchip: number of responses 89 of read_register(reg=0x0) doesn't match chip count 110: reply 0xb2 missing
2026-03-15T19:03:48.874275Z [ERROR] {ERR:H1} Hashboard 3 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-15T19:03:48.883593Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: Hashchip: number of responses 89 of read_register(reg=0x0) doesn't match chip count 110: reply 0xb2 missing
2026-03-15T19:05:02.757824Z [ERROR] {ERR:H1} Hashboard 3 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-15T19:05:02.766973Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: Hashchip: number of responses 89 of read_register(reg=0x0) doesn't match chip count 110: reply 0xb2 missing
2026-03-15T19:08:58.489930Z [ERROR] {ERR:H1} Hashboard 3 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-15T19:08:58.500371Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: Hashchip: number of responses 89 of read_register(reg=0x0) doesn't match chip count 110: reply 0xb2 missing
2026-03-15T19:10:12.363245Z [ERROR] {ERR:H1} Hashboard 3 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-15T19:10:12.376133Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: Hashchip: number of responses 89 of read_register(reg=0x0) doesn't match chip count 110: reply 0xb2 missing
2026-03-15T19:11:25.969859Z [ERROR] {ERR:H1} Hashboard 3 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-15T19:11:25.979166Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: Hashchip: number of responses 89 of read_register(reg=0x0) doesn't match chip count 110: reply 0xb2 missing",logs_10_102_0_175_MINER-10-102-0-175.txt
10.102.0.178,0算力,0.000000,算力板全板失效（芯片未检出/初始化失败）,疑似供电/排线/控制板链路问题；总线/通信异常,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3","2026-03-22T00:02:06.054504Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T00:03:31.468751Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-22T00:04:51.201051Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-22T00:16:02.441585Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-22T00:17:23.168137Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T01:18:35.705313Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-22T01:20:03.030425Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T07:21:03.566750Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-22T07:22:23.793800Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T13:37:30.881230Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-22T13:38:43.215235Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:17:30.689609Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain",logs_10_102_0_178_MINER-10-102-0-178.txt
10.102.0.180,低算力(<50TH/s),3.969878,算力板部分失效（芯片数量严重不足）,总线/通信异常；网络/矿池连接异常,定位异常算力板并单板测试；检查该板排线、供电及散热状态；复位或升级固件后复测芯片识别数量；若芯片长期缺失，安排维修或更换算力板；当前日志涉及 HB:3,"========== errors（错误） ==========
2026-03-16T20:54:16.934715Z [ERROR] BUG[Serial/R/3]: Failed to submit response send failed because receiver is gone
2026-03-19T21:54:48.326518Z [ERROR] Failed to resolve (""a830bcc3.bos.braiins.com"", 3336)
2026-03-19T21:55:19.373929Z [ERROR] Failed to resolve (""a830bcc3.bos.braiins.com"", 3336)
2026-03-19T21:55:40.407923Z [ERROR] Failed to resolve (""a830bcc3.bos.braiins.com"", 3336)
2026-03-22T18:15:33.231796Z [ERROR] BUG[Serial/R/3]: Failed to submit response send failed because receiver is gone
2026-03-15T18:40:41.865730Z [ERROR] Failed to resolve (""btc.poolbinance.com"", 1800)
2026-03-15T18:40:42.870162Z [ERROR] Failed to resolve (""sha256.poolbinance.com"", 443)
2026-03-15T18:40:42.871569Z [ERROR] Failed to resolve (""bs.poolbinance.com"", 3333)
2026-03-15T18:41:03.900145Z [ERROR] Failed to resolve (""btc.poolbinance.com"", 1800)
2026-03-15T18:41:04.901893Z [ERROR] Failed to resolve (""bs.poolbinance.com"", 3333)
2026-03-15T18:41:13.913990Z [ERROR] Failed to resolve (""sha256.poolbinance.com"", 443)",logs_10_102_0_180_MINER-10-102-0-180.txt
10.102.0.182,0算力,0.000000,算力板全板失效（芯片未检出/初始化失败）,疑似供电/排线/控制板链路问题；网络/矿池连接异常,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3","2026-03-23T03:46:22.140434Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-23T03:47:31.209422Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-23T03:48:39.459623Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-23T03:49:51.087957Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-23T04:00:49.021495Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-23T04:01:58.098014Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-23T05:03:02.129061Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-20T06:51:50.568883Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-20T06:52:57.991900Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-20T12:53:57.277032Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain
2026-03-20T12:55:04.716377Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-20T18:56:13.804068Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I3} no chips detected on the current chain",logs_10_102_0_182_MINER-10-102-0-182.txt
10.102.0.183,0算力,0.000000,多块算力板故障致 SOC 停机（芯片数严重不足/CRC）,日志中「power off hashboard」为关断算力板动作，勿与 PSU 模块故障混淆,日志中若多条 Chain 出现「only find … asic」远低于 110，且伴随 ERROR_SOC_INIT，多为多块板同时异常；分别检查各故障链的排线、供电接口；与正常链交叉换槽位判断是板还是槽位/控制板；确认 PSU 各组输出是否稳定，但勿将「power off hashboard」误判为 PSU 本体损坏；必要时逐板更换或送修；若固件支持可尝试仅启用健康链临时恢复部分算力,"2026-03-23 00:27:33 Chain 0 only find 0 asic, will power off hash board 0
2026-03-23 00:27:40 Chain 2 only find 0 asic, will power off hash board 2
2026-03-23 00:27:40 ERROR_SOC_INIT: soc init failed!
2026-03-23 00:27:40 stop_mining: soc init failed!
2026-03-23 00:27:40 ****power off hashboard****
2026-03-23 00:20:06 get test_loop_securely_find_asic_num failed
2026-03-23 00:27:40 ATTENTION: Failed to find the chip on the 11 consecutive startup
""Hardware Errors"": 0,
""Get Failures"": 27,
""Remote Failures"": 0,
""Hardware Errors"": 0,
""Get Failures"": 27,",logs_10_102_0_183_MINER-10-102-0-183.txt
10.102.0.188,低算力(<50TH/s),12.773479,算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主；总线/通信异常,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,2","2026-03-16T20:56:45.553031Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-19T00:38:19.500182Z [ERROR] Tuner error: {ERR:H2} Stage 8: Zero MCR on hashboards [Address(3)]
2026-03-20T05:57:40.952420Z [ERROR] Tuner error: {ERR:H2} Stage 9: Zero MCR on hashboards [Address(3)]
2026-03-22T18:19:19.537402Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-23T00:22:48.994980Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-10T07:11:27.511829Z [ERROR] {ERR:H1} Hashboard 1 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-10T07:11:27.520770Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: Hashchip: number of responses 29 of read_register(reg=0x0) doesn't match chip count 110: reply 0x3a missing
2026-03-10T07:12:41.742773Z [ERROR] {ERR:H1} Hashboard 1 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-10T07:12:41.752495Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: Hashchip: number of responses 29 of read_register(reg=0x0) doesn't match chip count 110: reply 0x3a missing
2026-03-10T07:13:54.679641Z [ERROR] {ERR:H1} Hashboard 1 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-10T07:13:54.689277Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: Hashchip: number of responses 29 of read_register(reg=0x0) doesn't match chip count 110: reply 0x3a missing
2026-03-10T07:25:00.616233Z [ERROR] {ERR:H1} Hashboard 1 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons",logs_10_102_0_188_MINER-10-102-0-188.txt
10.102.0.194,低算力(<50TH/s),47.087134,算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主；总线/通信异常,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:2,3","========== errors（错误） ==========
2026-03-15T18:39:33.941613Z [ERROR] Failed to resolve (""a830bcc3.bos.braiins.com"", 3336)
2026-03-15T18:39:54.977116Z [ERROR] Failed to resolve (""a830bcc3.bos.braiins.com"", 3336)
2026-03-15T18:40:47.681669Z [ERROR] Failed to resolve (""btc.poolbinance.com"", 1800)
2026-03-15T18:40:48.679442Z [ERROR] Failed to resolve (""sha256.poolbinance.com"", 443)
2026-03-15T18:40:48.684858Z [ERROR] Failed to resolve (""bs.poolbinance.com"", 3333)
2026-03-15T18:41:09.713784Z [ERROR] Failed to resolve (""btc.poolbinance.com"", 1800)
2026-03-15T18:41:10.714642Z [ERROR] Failed to resolve (""bs.poolbinance.com"", 3333)
2026-03-15T18:41:19.727118Z [ERROR] Failed to resolve (""sha256.poolbinance.com"", 443)
2026-03-15T18:41:41.098198Z [ERROR] Failed to resolve (""sha256.poolbinance.com"", 443)
2026-03-15T18:41:41.102696Z [ERROR] Failed to resolve (""btc.poolbinance.com"", 1800)
2026-03-15T18:41:42.098977Z [ERROR] Failed to resolve (""bs.poolbinance.com"", 3333)",logs_10_102_0_194_MINER-10-102-0-194.txt
10.102.0.195,0算力,0.000000,算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主；总线/通信异常,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,2,3","2026-03-22T00:13:24.857456Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-22T00:16:32.114587Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I1} unexpected revision of chip 27 (expected: 0x1366 received: 0x0)
2026-03-22T00:24:03.701349Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T00:40:16.501835Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T00:42:56.158265Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-22T01:52:11.921581Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T01:54:24.182460Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-22T07:55:27.407355Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T07:56:46.501047Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-22T14:10:21.934919Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:47:16.524615Z [ERROR] Tuner error: Disabled hashboard 1 {HB:1}: {ERR:I2} detected 420 chips, expected maximum 110 chips on one chain
2026-03-22T18:48:38.858274Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain",logs_10_102_0_195_MINER-10-102-0-195.txt
10.102.0.196,低算力(<50TH/s),36.148285,算力板部分失效（芯片数量严重不足）,总线/通信异常；网络/矿池连接异常,定位异常算力板并单板测试；检查该板排线、供电及散热状态；复位或升级固件后复测芯片识别数量；若芯片长期缺失，安排维修或更换算力板；当前日志涉及 HB:3,"2026-03-15T22:42:09.848508Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
========== errors（错误） ==========
2026-03-15T22:40:13.423218Z [ERROR] {ERR:E3} Reading hashboard EEPROM at address 1: No such device or address (os error 6)
2026-03-15T22:40:17.868965Z [ERROR] {ERR:E3} Reading hashboard EEPROM at address 1: No such device or address (os error 6)
2026-03-15T22:40:27.491232Z [ERROR] Mining backend: {ERR:E4} Cannot start miner when some hashboard EEPROMs could not be decoded
2026-03-19T21:54:48.614126Z [ERROR] Failed to resolve (""a830bcc3.bos.braiins.com"", 3336)
2026-03-19T21:55:19.657676Z [ERROR] Failed to resolve (""a830bcc3.bos.braiins.com"", 3336)
2026-03-19T21:55:40.688420Z [ERROR] Failed to resolve (""a830bcc3.bos.braiins.com"", 3336)
2026-03-15T22:36:59.362871Z [ERROR] {ERR:E3} Reading hashboard EEPROM at address 1: No such device or address (os error 6)
2026-03-15T22:37:03.242735Z [ERROR] {ERR:E3} Reading hashboard EEPROM at address 1: No such device or address (os error 6)
2026-03-15T22:37:07.119665Z [ERROR] {ERR:E3} Reading hashboard EEPROM at address 1: No such device or address (os error 6)
2026-03-15T22:37:10.998549Z [ERROR] {ERR:E3} Reading hashboard EEPROM at address 1: No such device or address (os error 6)",logs_10_102_0_196_MINER-10-102-0-196.txt
10.102.0.206,0算力,0.000000,温度传感器通信失败（误报超温/温差保护停机）,日志含 Fan check passed，可排除风扇本体故障；网络/矿池连接异常,根据日志确认 fail to read tsensor / pic temp 的 chain 号，检查该链算力板排线、PIC 传感器侧连接是否松动或氧化；与正常链交叉换槽位：故障随板走则更换算力板；固定在槽位则查控制板接口与线缆；若日志中 PCB/芯片温度读数明显低于上限仍报 ERROR_TEMP，多为传感器数据异常而非真实过热；确认对应链供电稳定；固件层面勿轻易关闭温度保护，优先硬件修复或更换故障板,"2026-03-23 00:21:10 fail to read tsensor by iic, chain: 1, slave: 72, addr: 0
2026-03-23 00:21:10 fail to read pic temp for chain 1
2026-03-23 00:21:12 fail to read tsensor by iic, chain: 1, slave: 72, addr: 0
2026-03-23 00:21:12 fail to read pic temp for chain 1
2026-03-23 00:21:13 fail to read tsensor by iic, chain: 1, slave: 72, addr: 0
2026-03-23 00:21:13 fail to read pic temp for chain 1
2026-03-23 00:21:14 fail to read tsensor by iic, chain: 1, slave: 72, addr: 0
2026-03-23 00:21:14 fail to read pic temp for chain 1
2026-03-23 00:21:15 fail to read tsensor by iic, chain: 1, slave: 72, addr: 0
2026-03-23 00:21:15 fail to read pic temp for chain 1
2026-03-23 00:21:16 fail to read tsensor by iic, chain: 1, slave: 72, addr: 0
2026-03-23 00:21:16 fail to read pic temp for chain 1",logs_10_102_0_206_MINER-10-102-0-206.txt
10.102.0.213,低算力(<50TH/s),48.044266,算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主；总线/通信异常,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:2,3","2026-03-15T19:01:02.275020Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-15T19:02:13.953327Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-16T20:57:03.285819Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-16T20:58:14.983810Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:19:38.425865Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-22T18:21:04.703019Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-23T00:23:09.970016Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: {ERR:I3} no chips detected on the current chain
2026-03-23T00:24:29.530748Z [ERROR] Tuner error: Disabled hashboard 3 {HB:3}: {ERR:I3} no chips detected on the current chain
2026-03-15T03:30:48.255435Z [ERROR] {ERR:H1} Hashboard 2 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-15T03:30:48.265095Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: Hashchip: number of responses 0 of read_register(reg=0x0) doesn't match chip count 110: reply 0x0 missing
2026-03-15T03:32:05.284374Z [ERROR] {ERR:H1} Hashboard 2 has a problem, but this is a NoPIC miner and bosminer can't disable it individually for safety reasons
2026-03-15T03:32:05.293800Z [ERROR] Tuner error: Disabled hashboard 2 {HB:2}: Hashchip: number of responses 0 of read_register(reg=0x0) doesn't match chip count 110: reply 0x0 missing",logs_10_102_0_213_MINER-10-102-0-213.txt
